LAKE_ID_WSA_50K,GAZETTED_NAME,WATERSHED_CODE_WSA_50K,WATERBODY_IDENTIFIER_WSA_50K,MAP_TITLE,DRAFT_DATE,DATUM,NUMBER_OF_MAP_SHEETS,SHEET_NO,MAP_IMAGE_FILENAME_PDF,PDF_FILE_URL
115461,BEALE LAKE,218-417300-62600-00000-0000-0000-000-000-000-000-000-000,00316CRYL,BEALE LAKE,1986-07-18,NAD27,1,1 OF 1,00229401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00229401.pdf
315910,BEAR CREEK RESERVOIR,930-037300-48400-00000-0000-0000-000-000-000-000-000-000,00426SANJ,BEAR CREEK RESERVOIR,1984-03-07,NAD27,1,1 OF 1,00096901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00096901.pdf
181618,BEAR LAKE,340-215300-00000-00000-0000-0000-000-000-000-000-000-000,00054KOTL,1. BEAR LAKE 2. FISH LAKE,1969-11-01,NAD27,1,1 OF 1,00033901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00033901.pdf
181618,BEAR LAKE,340-215300-00000-00000-0000-0000-000-000-000-000-000-000,00054KOTL,BEAR LAKE,,NAD27,1,1 OF 1,00110201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00110201.pdf
212123,BEAR LAKE,490-267900-00000-00000-0000-0000-000-000-000-000-000-000,00918SUST,BEAR LAKE,1987-01-28,NAD27,3,1 OF 3,00285701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00285701.pdf
212123,BEAR LAKE,490-267900-00000-00000-0000-0000-000-000-000-000-000-000,00918SUST,BEAR LAKE,1987-01-28,NAD27,3,2 OF 3,00285702.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00285702.pdf
212123,BEAR LAKE,490-267900-00000-00000-0000-0000-000-000-000-000-000-000,00918SUST,BEAR LAKE,1987-01-28,NAD27,3,3 OF 3,00285703.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00285703.pdf
137251,BEARHOLE LAKE,232-000000-00000-00000-0000-0000-000-000-000-000-000-000,00871KISK,BEARHOLE L.,,NAD27,1,1 OF 1,00013001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00013001.pdf
9165,BEARPAW LAKE,100-385000-98600-98900-3420-4680-852-000-000-000-000-000,01385SAJR,BEARPAW LAKE,1981-02-01,NAD27,1,1 OF 1,00229501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00229501.pdf
36846,BEARTRACK LAKE,129-360400-23900-98400-4210-0000-000-000-000-000-000-000,01079MAHD,BEARTRACK LAKE,1979-11-28,NAD27,1,1 OF 1,00110301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00110301.pdf
180360,BEATRICE LAKE,340-047200-66100-04000-0000-0000-000-000-000-000-000-000,00245SLOC,BEATRICE LAKE,1982-08-04,NAD27,1,1 OF 1,00229601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00229601.pdf
9398,BEAUX YEUX LAKE,100-396700-79900-00000-0000-0000-000-000-000-000-000-000,01118TWAC,BEAUX YEUX L.,1980-10-08,NAD27,1,1 OF 1,00110401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00110401.pdf
306213,BEAVER LAKE,920-079700-00000-00000-0000-0000-000-000-000-000-000-000,00247VICT,BEAVER & ELK LAKES,1988-08-16,NAD27,1,1 OF 1,00015501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00015501.pdf
306568,BEAVER LAKE,920-257700-60800-00000-0000-0000-000-000-000-000-000-000,00506COWN,BEAVER L.,1985-09-01,NAD27,1,1 OF 1,00020201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00020201.pdf
44125,BEAVER LAKE,150-259300-00000-00000-0000-0000-000-000-000-000-000-000,00281LCHR,BEAVER LAKE,1971-11-01,NAD27,1,1 OF 1,00230201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00230201.pdf
47827,BEAVER LAKE,160-274600-00000-00000-0000-0000-000-000-000-000-000-000,01965QUES,BEAVER LAKE,1979-10-26,NAD27,1,1 OF 1,00229801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00229801.pdf
180832,BEAVER LAKE,340-047200-91700-34200-2880-0000-000-000-000-000-000-000,00076SLOC,BEAVER LAKE,1982-09-24,NAD27,1,1 OF 1,00229701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00229701.pdf
325078,BEAVER LAKE,930-871100-05100-00000-0000-0000-000-000-000-000-000-000,00003BRKS,BEAVER LAKE,1980-07-17,NAD27,1,1 OF 1,00020101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00020101.pdf
306213,BEAVER LAKE,920-079700-00000-00000-0000-0000-000-000-000-000-000-000,00247VICT,ELK & BEAVER L.,,NAD27,1,1 OF 1,00289501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00289501.pdf
135095,BEAVERLODGE LAKE,231-336900-28800-00000-0000-0000-000-000-000-000-000-000,00012SMOK,BEAVERLODGE LAKE,1994-03-16,NAD27,1,1 OF 1,00230301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00230301.pdf
308642,BEAVERTAIL LAKE,920-627900-25400-00000-0000-0000-000-000-000-000-000-000,00121CAMB,BEAVERTAIL L.,1976-01-21,NAD27,1,1 OF 1,00110501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00110501.pdf
307175,BECK LAKE,920-388500-00000-00000-0000-0000-000-000-000-000-000-000,00772PARK,BECK LAKE,1985-03-14,NAD27,1,1 OF 1,00110601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00110601.pdf
176518,BECKER LAKE,310-939400-15400-23700-0000-0000-000-000-000-000-000-000,00185OKAN,BECKER L.,,NAD27,1,1 OF 1,00020401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00020401.pdf
37240,BEDINGFIELD LAKE,129-360400-23900-98400-7260-0430-000-000-000-000-000-000,01398MAHD,BEDINGTON LAKE,1971-11-01,NAD27,1,1 OF 1,00261801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00261801.pdf
58226,BEDNESTI LAKE,180-088500-00000-00000-0000-0000-000-000-000-000-000-000,00344LCHL,BEDNESTI LAKE,1979-10-25,NAD27,1,1 OF 1,00230401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00230401.pdf
188596,BEDNORSKI LAKE,349-329000-00000-00000-0000-0000-000-000-000-000-000-000,00158BULL,1. HIAWATHA  2. JOHNSON,1968-10-01,NAD27,1,1 OF 1,00035401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00035401.pdf
165375,BEGBIE LAKE,300-747400-00000-00000-0000-0000-000-000-000-000-000-000,00167UARL,1. WILLIAMSON LAKE 2. ECHO LAKE 3. BEGBIE LAKE,1970-12-01,NAD27,1,1 OF 1,00033301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00033301.pdf
135809,BELCOURT LAKE,231-336900-64000-00000-0000-0000-000-000-000-000-000-000,00705SMOK,BELCOURT L.,1977-04-25,NAD27,1,1 OF 1,00230501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00230501.pdf
48189,BELLS LAKE,160-274600-85900-00000-0000-0000-000-000-000-000-000-000,02474QUES,BELLS LAKE,1980-07-28,NAD27,1,1 OF 1,00230601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00230601.pdf
47841,BEN LAKE,160-274600-11400-00000-0000-0000-000-000-000-000-000-000,01571QUES,BEN LAKE,1971-11-01,NAD27,1,1 OF 1,00230701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00230701.pdf
50701,BENNY LAKE,160-641600-00000-00000-0000-0000-000-000-000-000-000-000,01683QUES,BENNY LAKE,1979-11-28,NAD27,1,1 OF 1,00230801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00230801.pdf
11333,BENSON LAKE,100-481100-46900-00000-0000-0000-000-000-000-000-000-000,01454COTR,BENSON L.,1978-08-16,NAD27,1,1 OF 1,00231001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231001.pdf
324659,BENSON LAKE,930-865200-42600-00000-0000-0000-000-000-000-000-000-000,00216BRKS,BENSON LAKE,1979-11-15,NAD27,1,1 OF 1,00230901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00230901.pdf
61135,BENTZI LAKE,180-504200-00000-00000-0000-0000-000-000-000-000-000-000,00353CHES,BENTZI L.,,NAD27,1,1 OF 1,00007101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00007101.pdf
58225,BERMAN LAKE,180-088500-00000-00000-0000-0000-000-000-000-000-000-000,00392LCHL,BERMAN LAKE,1971-04-01,NAD27,1,1 OF 1,00110801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00110801.pdf
48153,BEVERIDGE LAKE,160-274600-75200-00000-0000-0000-000-000-000-000-000-000,02394QUES,BEVERIDGE L.,1972-02-01,NAD27,1,1 OF 1,00110901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00110901.pdf
60113,BICKLE LAKE,180-374000-95200-68400-0000-0000-000-000-000-000-000-000,01545FRAN,BICKLE LAKE,1979-11-01,NAD27,1,1 OF 1,00231101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231101.pdf
161955,BICKNELL LAKE,239-880200-00000-00000-0000-0000-000-000-000-000-000-000,01121FIRE,BICKNELL L.,1978-11-22,NAD27,1,1 OF 1,00111001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00111001.pdf
45627,BIDWELL LAKES,150-335700-23800-32800-0000-0000-000-000-000-000-000-000,00068CHIR,BIDWELL L.,1977-06-08,NAD27,1,1 OF 1,00111101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00111101.pdf
6234,BIG BAR LAKE,100-291200-00000-00000-0000-0000-000-000-000-000-000-000,00957BBAR,BIG BAR LAKE,,NAD27,1,1 OF 1,00021001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00021001.pdf
170962,BIG FISH LAKE,300-949900-11900-30500-0000-0000-000-000-000-000-000-000,00189COLR,BIG FISH LAKE,1969-11-01,NAD27,1,1 OF 1,00021101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00021101.pdf
48031,BIG LAKE,160-274600-62500-00000-0000-0000-000-000-000-000-000-000,02219QUES,BIG L.,1977-06-22,NAD27,1,1 OF 1,00231201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231201.pdf
9034,BIG LAKE,100-385000-98600-98900-1130-0480-592-000-000-000-000-000,02388SAJR,BIG LAKE,1971-11-01,NAD27,1,1 OF 1,00231301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231301.pdf
44764,BIG LAKE,150-335700-13400-42600-0000-0000-000-000-000-000-000-000,00851TASR,BIG LAKE,1971-04-01,NAD27,1,1 OF 1,00020501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00020501.pdf
211179,BIG LOON LAKE,480-739100-00000-00000-0000-0000-000-000-000-000-000-000,01232BABL,BIG LOON L.,1978-04-24,NAD27,1,1 OF 1,00111301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00111301.pdf
175640,BIG MEADOW LAKE,310-682000-00000-00000-0000-0000-000-000-000-000-000-000,01197OKAN,BIG MEADOW LAKE,1979-07-23,NAD27,1,1 OF 1,00260701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00260701.pdf
44823,BIG ONION LAKE,150-335700-13400-57300-0000-0000-000-000-000-000-000-000,01152TASR,BIG ONION LAKE,1973-02-01,NAD27,1,1 OF 1,00317101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00317101.pdf
270727,BIG STICK LAKE,900-592700-63700-00000-0000-0000-000-000-000-000-000-000,00461KLIN,BIGSTICK LAKE,1980-02-09,NAD27,1,1 OF 1,00262601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00262601.pdf
205019,BIGELOW LAKE,460-373800-33200-00000-0000-0000-000-000-000-000-000-000,00575BULK,BIGELOW LAKE,1983-08-29,NAD27,1,1 OF 1,00111701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00111701.pdf
59916,BINTA LAKE,180-374000-95200-41400-2870-0000-000-000-000-000-000-000,02091FRAN,BINTA L.,1976-02-06,NAD27,1,1 OF 1,00231401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231401.pdf
35340,BIRCH LAKE,129-281900-10400-71300-0000-0000-000-000-000-000-000-000,00595LNTH,BIRCH LAKE  PHINETTA LAKE,1979-07-10,NAD27,1,1 OF 1,00111801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00111801.pdf
35340,BIRCH LAKE,129-281900-10400-71300-0000-0000-000-000-000-000-000-000,00595LNTH,BIRCH LAKE GROUP,,NAD27,1,1 OF 1,00346701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00346701.pdf
107083,BIRCHES LAKE,217-268900-17300-00000-0000-0000-000-000-000-000-000-000,01214LKEC,BIRCHES LAKE,1984-02-15,NAD27,1,1 OF 1,00231501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231501.pdf
61397,BIRD LAKE,180-545300-11600-00000-0000-0000-000-000-000-000-000-000,00913CHES,BIRD L.,1978-08-31,NAD27,1,1 OF 1,00231601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231601.pdf
23220,BIRKENHEAD LAKE,119-425100-61000-00000-0000-0000-000-000-000-000-000-000,00158LILL,BIRKENHEAD LAKE,1969-11-01,NAD27,2,1 OF 2,00285901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00285901.pdf
23220,BIRKENHEAD LAKE,119-425100-61000-00000-0000-0000-000-000-000-000-000-000,00158LILL,BIRKENHEAD LAKE,1969-11-01,NAD27,2,2 OF 2,00285902.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00285902.pdf
28006,BISHOP LAKE,120-506800-57600-48200-9210-0000-000-000-000-000-000-000,01098GRNL,BISHOP L.,1979-05-24,NAD27,1,1 OF 1,00111901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00111901.pdf
54838,BISHOP LAKE,170-324300-70400-22700-0000-0000-000-000-000-000-000-000,01061NAZR,BISHOP LAKE,1991-04-02,NAD27,1,1 OF 1,00231701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231701.pdf
194874,BITTERN LAKE,390-158700-33300-00000-0000-0000-000-000-000-000-000-000,00738KHOR,BITTERN LAKE,1983-09-20,NAD27,1,1 OF 1,00112001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00112001.pdf
47671,BLACK LAKE,160-089900-44600-49700-0000-0000-000-000-000-000-000-000,00029QUES,BLACK LAKE,1987-10-07,NAD27,1,1 OF 1,00231801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231801.pdf
274042,BLACK LAKE,905-323000-91300-00000-0000-0000-000-000-000-000-000-000,00569TOBA,BLACK LAKE,1997-03-01,NAD27,1,1 OF 1,00351001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00351001.pdf
317366,BLACK LAKE,930-081200-00000-00000-0000-0000-000-000-000-000-000-000,01977ALBN,BLACK LAKE,1990-11-15,NAD27,1,1 OF 1,00021201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00021201.pdf
160191,BLACK LAKE,239-667500-19200-00000-0000-0000-000-000-000-000-000-000,01568TOOD,BLACK'S LAKE,1978-11-22,NAD27,1,1 OF 1,00260601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00260601.pdf
315617,BLACKBURN LAKE,925-258500-75600-00000-0000-0000-000-000-000-000-000-000,00028VICT,BLACKBURN L.,1973-01-01,NAD27,1,1 OF 1,00112101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00112101.pdf
138089,BLACKHAWK LAKE,232-892400-00000-00000-0000-0000-000-000-000-000-000-000,00697KISK,BLACKHAWK LAKE,1982-08-12,NAD27,1,1 OF 1,00231901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00231901.pdf
307001,BLACKJACK LAKE,920-384400-48000-33900-0000-0000-000-000-000-000-000-000,00023COWN,BLACKJACK LAKE,1985-02-20,NAD27,1,1 OF 1,00112201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00112201.pdf
4201,BLACKWATER LAKE,100-235900-99100-22900-0000-0000-000-000-000-000-000-000,00768SETN,BLACKWATER L.,1969-11-01,NAD27,1,1 OF 1,00021301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00021301.pdf
129733,BLACKWATER LAKE,230-913400-00000-00000-0000-0000-000-000-000-000-000-000,00421PARA,BLACKWATER LAKE,1991-03-12,NAD27,1,1 OF 1,00232001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00232001.pdf
170100,BLACKWATER LAKE,300-894200-09100-00000-0000-0000-000-000-000-000-000-000,00506CLRH,BLACKWATER LAKE,1968-10-01,NAD27,1,1 OF 1,00260101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00260101.pdf
170100,BLACKWATER LAKE,300-894200-09100-00000-0000-0000-000-000-000-000-000-000,00506CLRH,BLACKWATER LAKE,1985-09-01,NAD27,1,1 OF 1,00232101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00232101.pdf
63655,BLANCHET LAKE,180-640500-35800-00000-0000-0000-000-000-000-000-000-000,01123LEUT,BLANCHET LAKE,1979-08-04,NAD27,2,1 OF 2,00286001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00286001.pdf
63655,BLANCHET LAKE,180-640500-35800-00000-0000-0000-000-000-000-000-000-000,01123LEUT,BLANCHET LAKE,1979-08-04,NAD27,2,2 OF 2,00286002.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00286002.pdf
271,BLANEY LAKE,100-026700-06000-06400-0860-0000-000-000-000-000-000-000,00628LFRA,BLANEY LAKE,1968-04-01,NAD27,1,1 OF 1,00021501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00021501.pdf
29934,BLEEKER LAKE,128-123700-73700-00000-0000-0000-000-000-000-000-000-000,00708STHM,BLEEKER L.,,NAD27,1,1 OF 1,00335501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00335501.pdf
29934,BLEEKER LAKE,128-123700-73700-00000-0000-0000-000-000-000-000-000-000,00708STHM,BLEEKER L.  NO.3 L.    ROCHE LAKE GROUP,,NAD27,1,1 OF 1,00260501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00260501.pdf
306218,BLENKINSOP LAKE,920-079700-24800-82100-0000-0000-000-000-000-000-000-000,00304VICT,BLENKINSOP LAKE,1983-11-15,NAD27,1,1 OF 1,00022001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00022001.pdf
306909,BLIND LAKE,920-384400-18800-40600-0000-0000-000-000-000-000-000-000,00206COWN,BLIND LAKE,1975-09-09,NAD27,1,1 OF 1,00260201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00260201.pdf
306909,BLIND LAKE,920-384400-18800-40600-0000-0000-000-000-000-000-000-000,00206COWN,BRANNEN LAKE  BLIND LAKE,1979-07-05,NAD27,1,1 OF 1,00114901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00114901.pdf
315675,BLINKHORN LAKE,930-019100-32200-00000-0000-0000-000-000-000-000-000-000,00560SANJ,BLINKHORN L.,1972-10-01,NAD27,1,1 OF 1,00112301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00112301.pdf
315675,BLINKHORN LAKE,930-019100-32200-00000-0000-0000-000-000-000-000-000-000,00560SANJ,BLINKHORN LAKE,1983-11-16,NAD27,1,1 OF 1,00112501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00112501.pdf
333042,BLUE BOTTOM LAKE,349-275000-10500-00000-0000-0000-000-000-000-000-000-000,00348BULL,BLUE BOTTOM L.,1969-11-01,NAD27,1,1 OF 1,00113301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00113301.pdf
307645,BLUE GROUSE LAKE,920-553200-94100-00000-0000-0000-000-000-000-000-000-000,00312COMX,BLUE GROUSE L.,1980-06-26,NAD27,1,1 OF 1,00113201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00113201.pdf
9502,BLUE LAKE,100-399200-18600-00000-0000-0000-000-000-000-000-000-000,00597TWAC,BLUE L.,1973-02-01,NAD27,1,1 OF 1,00113401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00113401.pdf
9502,BLUE LAKE,100-399200-18600-00000-0000-0000-000-000-000-000-000-000,00597TWAC,BLUE LAKE,1968-10-01,NAD27,1,1 OF 1,00260001.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00260001.pdf
9502,BLUE LAKE,100-399200-18600-00000-0000-0000-000-000-000-000-000-000,00597TWAC,BLUE LAKE,1972-02-01,NAD27,1,1 OF 1,00259901.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00259901.pdf
9864,BLUE LAKE,100-438400-39100-23500-0000-0000-000-000-000-000-000-000,00919NARC,BLUE LAKE,1984-05-23,NAD27,1,1 OF 1,00113501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00113501.pdf
56288,BLUE LAKE,170-783100-00000-00000-0000-0000-000-000-000-000-000-000,01193EUCL,BLUE LAKE,1980-02-15,NAD27,1,1 OF 1,00259801.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00259801.pdf
173848,BLUEY LAKE,310-367800-60900-23800-9980-0000-000-000-000-000-000-000,00128SIML,BLUEY LAKE,1969-10-01,NAD27,1,1 OF 1,00259701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00259701.pdf
173848,BLUEY LAKE,310-367800-60900-23800-9980-0000-000-000-000-000-000-000,00128SIML,KENTUCKY AND BLUEY LAKES,1980-05-12,NAD27,1,1 OF 1,00278701.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00278701.pdf
268000,BLUFF LAKE,900-406900-39200-00000-0000-0000-000-000-000-000-000-000,00108HOMA,BLUFF LAKE,1979-07-18,NAD27,1,1 OF 1,00232201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00232201.pdf
7678,BOAR LAKE,100-329500-79200-00000-0000-0000-000-000-000-000-000-000,00499DOGC,BOAR LAKE,1984-01-04,NAD27,1,1 OF 1,00022101.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00022101.pdf
235883,BOB QUINN LAKE,610-470800-03800-00000-0000-0000-000-000-000-000-000-000,00477ISKR,BOB QUINN LAKE,1979-07-19,NAD27,1,1 OF 1,00304501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00304501.pdf
235883,BOB QUINN LAKE,610-470800-03800-00000-0000-0000-000-000-000-000-000-000,00477ISKR,BOB QUINN LAKE,1983-03-17,NAD27,1,1 OF 1,00232301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00232301.pdf
37841,BOBBS LAKE,129-360400-23900-98400-9950-0910-000-000-000-000-000-000,00001BRID,BOBB'S LAKE,1981-02-01,NAD27,1,1 OF 1,00232401.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00232401.pdf
333007,BOBS LAKE,905-126000-14800-71800-0000-0000-000-000-000-000-000-000,00683JERV,BOBS LAKE,1971-04-01,NAD27,1,1 OF 1,00113601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00113601.pdf
8822,BOBTAIL LAKE,100-385000-98600-60100-6130-0000-000-000-000-000-000-000,01279SAJR,BOBTAIL L.,1976-02-11,NAD27,1,1 OF 1,00232501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00232501.pdf
58098,BODLEY LAKE,180-069000-92400-46500-0000-0000-000-000-000-000-000-000,01210CHIL,BODLEY LAKE,1992-02-19,NAD27,1,1 OF 1,00112601.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00112601.pdf
177584,BOLDUC LAKE,320-407300-34400-80500-0000-0000-000-000-000-000-000-000,01240KETL,BOLDUC LAKE,1984-10-31,NAD27,1,1 OF 1,00260301.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00260301.pdf
34201,BOLEAN LAKE,128-994100-40700-27000-0000-0000-000-000-000-000-000-000,00468STHM,BOLEAN L.,,NAD27,1,1 OF 1,00336501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00336501.pdf
311754,BONANZA LAKE,920-810900-41500-00000-0000-0000-000-000-000-000-000-000,00232TSIT,BONANZA LAKE,1972-01-01,NAD27,2,1 OF 2,00287501.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00287501.pdf
311754,BONANZA LAKE,920-810900-41500-00000-0000-0000-000-000-000-000-000-000,00232TSIT,BONANZA LAKE,1972-01-01,NAD27,2,2 OF 2,00287502.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00287502.pdf
26963,BONAPARTE LAKE,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,00446BONP,BONAPARTE L.,1979-06-27,NAD27,3,1 OF 3,00135201.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00135201.pdf
26963,BONAPARTE LAKE,120-506800-00000-00000-0000-0000-000-000-000-000-000-000,00446BONP,BONAPARTE L.,1979-06-27,NAD27,3,2 OF 3,00135202.PDF,https://a100.gov.bc.ca/pub/fidq/downloadBathymetricMap.do?filename=00135202.pdf
